781,"올림픽공원남문","1522-3232","02-422-8769","서울","송파구","방이동","서울특별시 송파구 방이동 181번지 외 2필지","서울특별시 송파구 위례성대로 102 (방이동)",37.5133,127.123113
1002,"올림픽평화의문","1522-3232","02-416-8983","서울","송파구","방이동","서울특별시 송파구 방이동 180-8 해태그린피아빌라트","서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트",37.5156426,127.11648190000005
1106,"송파방이DT","1522-3232","02-414-3270","서울","송파구","방이동","서울특별시 송파구 방이동 226-10","서울특별시 송파구 오금로 241 (방이동)",37.506564,127.120495
1674,"몽촌토성역","1522-3232","02-3432-3927","서울","송파구","방이동","서울특별시 송파구 방이동 44-3 ","서울특별시 송파구 위례성대로 6 ",37.516913,127.113127
705,"방이역","1522-3232","02-408-8698","서울","송파구","오금동","서울특별시 송파구 오금동 17-8 1~2층","서울특별시 송파구 마천로 53, 1~2층 (오금동)",37.508666,127.126569
1476,"송파나루역DT","1522-3232","02-421-3623","서울","송파구","송파동","서울특별시 송파구 송파동 59-9 송봉주유소","서울특별시 송파구 오금로 142 (송파동)",37.510793,127.1102658
1139,"송파구청","1522-3232","02-2145-0301","서울","송파구","방이동","서울특별시 송파구 방이동 22-5 잠실리시온 1층","서울특별시 송파구 오금로 87 (방이동)",37.514573,127.107404
591,"올림픽아파트","1522-3232","02-402-8520","서울","송파구","방이동","서울특별시 송파구 방이동 89-12","서울특별시 송파구 양재대로 1222 (방이동)",37.515315,127.133237
700,"석촌호수","1522-3232","02-418-8693","서울","송파구","송파동","서울특별시 송파구 송파동 7-4, 7-5 (석촌호수로 262) 1~3층","서울특별시 송파구 석촌호수로 262 (송파동)",37.509581,127.104993
948,"송파사거리","1522-3232","02-423-8931","서울","송파구","송파동","서울특별시 송파구 송파동 96-7","서울특별시 송파구 송파대로 386 (송파동)",37.5022788,127.1103904
776,"올림픽공원북문","1522-3232","02-478-8761","서울","강동구","성내동","서울특별시 강동구 성내동 468","서울특별시 강동구 강동대로 171 (성내동)",37.525403,127.125932
344,"석촌역","1522-3232","02-422-8350","서울","송파구","석촌동","서울특별시 송파구 석촌동 286-9번지 1층","서울특별시 송파구 백제고분로 358, 1층 (석촌동)",37.5042626,127.10610769999994
1441,"잠실시그마타워","1522-3232","02-417-3613","서울","송파구","신천동","서울특별시 송파구 신천동 7-19 잠실시그마타워","서울특별시 송파구 올림픽로 289 (신천동)",37.514567,127.102493
661,"잠실푸르지오월드","1522-3232","02-422-8652","서울","송파구","신천동","서울특별시 송파구 신천동 11-4 잠실푸르지오월드마크 1층","서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",37.517649,127.103426
1046,"둔촌동","1522-3232","02-478-3241","서울","강동구","성내동","서울특별시 강동구 성내동 441-2 평원빌딩","서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩",37.522724,127.133943
211,"잠실역","1522-3232","02-424-2877","서울","송파구","신천동","서울특별시 송파구 신천동 한빛프라자 7-17  1층, 2층","서울특별시 송파구 송파대로 562, 한빛프라자 1층, 2층 (신천동)",37.515272,127.099231
1194,"잠실대교남단R","1522-3232","02-416-0025","서울","송파구","신천동","서울특별시 송파구 신천동 7-30 타워730 1층","서울특별시 송파구 송파대로 570 타워 730 1층",37.515511,127.099006
1506,"강동구청DT","1522-3232","02-489-3653","서울","강동구","성내동","서울특별시 강동구 성내동 550","서울특별시 강동구 성내로 32 (성내동)",37.529437,127.123835
503,"가락본동","1522-3232","02-408-8495","서울","송파구","가락동","서울특별시 송파구 가락동 97-7","서울특별시 송파구 송파대로30길 13 (가락동)",37.494895,127.118785
475,"가락시장역","1522-3232","02-407-8469","서울","송파구","가락동","서울특별시 송파구 가락동 79번지 롯데캐슬 파인힐 1층","서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",37.494299,127.121354
904,"석촌서호","1522-3232","02-424-8874","서울","송파구","삼전동","서울특별시 송파구 삼전동 130-2","서울특별시 송파구 석촌호수로 176 (삼전동)",37.5063929,127.0964684
1639,"송파헬리오시티","1522-3232","02-3402-3887","서울","송파구","가락동","서울특별시 송파구 가락동 479 헬리오시티 단지상가 3A 16호~21호","서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",37.4978563,127.1031325
276,"갤러리아팰리스","1522-3232","02-422-3918","서울","송파구","잠실동","서울특별시 송파구 잠실동 40번지 갤러리아 팰리스","서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",37.51108365,127.0938059
1352,"송파개롱역","1522-3232","02-401-3575","서울","송파구","가락동","서울특별시 송파구 가락동 174-14 한라산업개발빌딩","서울특별시 송파구 오금로 420 (가락동)",37.496956,127.13652
809,"올림픽훼미리","1522-3232","02-408-8793","서울","송파구","문정동","서울특별시 송파구 문정동 150-26 훼미리샤르망 101~104호","서울특별시 송파구 중대로 68 (문정동)",37.491626,127.116308
879,"문정로데오","1522-3232","02-448-8860","서울","송파구","가락동","서울특별시 송파구 가락동 125-6","서울특별시 송파구 동남로 141 (가락동)",37.491905,127.1262696
17,"천호역","1522-3232","02-471-8296","서울","강동구","성내동","서울특별시 강동구 성내동 62-4 태승빌딩","서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)",37.53795191,127.1245793
1102,"강동역","1522-3232","02-477-3320","서울","강동구","천호동","서울특별시 강동구 천호동 447-17 강동 헤르셔","서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)",37.536047,127.133086
1402,"문정법원로R","1522-3232","02-881-5013","서울","송파구","문정동","서울특별시 송파구 문정동 642 송파 테라타워2","서울특별시 송파구 송파대로 201 (문정동)",37.487447,127.119164
956,"천호로데오","1522-3232","02-470-8923","서울","강동구","천호3동","서울특별시 강동구 천호3동 453-14","서울특별시 강동구 천호대로 1037 (천호동)",37.5378069,127.12730940000006
1694,"송파마천사거리DT","1522-3232","02-443-3775","서울","송파구","마천동","서울특별시 송파구 마천동 43-1","서울특별시 송파구 거마로 78 (마천동)",37.499829,127.147672
1700,"천호대로길동","1522-3232","02-470-3949","서울","강동구","길동","서울특별시 강동구 길동 457-4 서울특별시 강동구 천호대로 1131 (길동)","서울특별시 강동구 천호대로 1131 거산 유팰리스",37.534651,127.13721
743,"천호이마트","1522-3232","02-472-8732","서울","강동구","천호동","서울특별시 강동구 천호동 455-4 이마트별관","서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관",37.538933,127.125214
1682,"천호사거리","1522-3232","02-471-3925","서울","강동구","천호동","서울특별시 강동구 천호동 431-4 ","서울특별시 강동구 올림픽로 651 ",37.539702,127.123542
1220,"문정역","1522-3232","02-2054-3837","서울","송파구","문정동","서울특별시 송파구 문정동 651 테라타워 B동 137호~139호,204호","서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",37.484813,127.122237
1389,"수서역R","1522-3232","02-6181-3689","서울","강남구","수서동","서울특별시 강남구 수서동 715 수서빌딩","서울특별시 강남구 광평로 281 (수서동)",37.488008,127.10265
37,"수서","1522-3232","02-445-1965","서울","강남구","수서동","서울특별시 강남구 수서동 713 수서현대벤쳐빌 지하2층","서울특별시 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 지하2층",37.48801132,127.1017508
789,"길동역","1522-3232","02-477-8776","서울","강동구","길동","서울특별시 강동구 길동 378-3","서울특별시 강동구 양재대로 1487 (길동)",37.5387433,127.1399879
663,"잠실새내역","1522-3232","02-423-8643","서울","송파구","잠실동","서울특별시 송파구 잠실동 181외 3필지","서울특별시 송파구 올림픽로 96 (잠실동)",37.511679,127.081062
1224,"문정하비오","1522-3232","02-401-3432","서울","송파구","문정동","서울특별시 송파구 문정동 618 파크하비오 204동 104호~107호","서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",37.481925,127.123446
772,"강변역","1522-3232","02-458-8759","서울","광진구","구의동","서울특별시 광진구 구의동 589-10 구의아크로리버(구의대림아크로리버)","서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버",37.536155,127.093086
270,"아시아선수촌","1522-3232","02-417-1924","서울","송파구","잠실동","서울특별시 송파구 잠실동 175","서울특별시 송파구 백제고분로 69 (잠실동)",37.51059,127.079047
1049,"송파아이파크","1522-3232","02-409-3246","서울","송파구","문정동","서울특별시 송파구 문정동 624 송파아이파크 C-301호","서울특별시 송파구 법원로 55 (문정동)",37.479892,127.122379
517,"광장","1522-3232","02-455-8508","서울","광진구","광장동","서울특별시 광진구 광장동 582","서울특별시 광진구 아차산로 537-17 (광장동)",37.542518,127.099651
